64614050809220;5/8/2014 9:00:00 AM;Away;Sparrows Point CC;$45;9:00 a;5/4/2014 12:00:00 PM;410-477-3636;30;;;4/12/2014 9:00:00 AM
64614051209101;5/12/2014 9:00:00 AM;Away;Cripple Creek;$45*;9:00 a;5/8/2014 12:00:00 PM;;50;;;4/12/2014 9:00:00 AM
64614051309610;5/13/2014 9:00:00 AM;Away;Bay Hills;$39;9:00 a;5/9/2014 12:00:00 PM;410-974-0669;50;;;4/12/2014 9:00:00 AM
64614051409441;5/14/2014 9:00:00 AM;Away;Leisure World;$39*;9:00 a;5/10/2014 12:00:00 PM;301-598-1570;30;R100;;4/19/2014 9:00:00 AM
64614052009117;5/20/2014 9:00:00 AM;Away;Garrison Lake GC;$39;9:00 a;5/16/2014 12:00:00 PM;;30;;;4/19/2014 9:00:00 AM
64614052109111;5/21/2014 9:00:00 AM;Away;Swawnee CC;$37;9:00 a;5/17/2014 12:00:00 PM;;30;;;4/26/2014 9:00:00 AM
64614052209228;5/22/2014 9:00:00 AM;Away;Winters Run;$42;9:00 a;5/18/2014 12:00:00 PM;;50;;;4/26/2014 9:00:00 AM
64614052709125;5/27/2014 9:00:00 AM;Away;Bear Trap Dunes;$45;9:00 a;5/23/2014 12:00:00 PM;;;;;4/26/2014 9:00:00 AM
64614052809641;5/28/2014 9:00:00 AM;Away;Bowie G&CC;$45*;9:00 a;5/24/2014 12:00:00 PM;301-262-8141;25;;;5/3/2014 9:00:00 AM
64614060409642;6/4/2014 9:00:00 AM;Away;Fairway Hills GC;$35*;9:00 a;5/31/2014 12:00:00 PM;410-730-1112;25;;;5/10/2014 9:00:00 AM
64614061009232;6/10/2014 9:00:00 AM;Away;Musket Ridge GC;$45;9:00 a;6/6/2014 12:00:00 PM;301-293-9930, x110;30;R89;;5/10/2014 9:00:00 AM
64614061109646;6/11/2014 9:00:00 AM;Home;Beaver Creek CC, Fountain Head CC, Garrison Lake GC, Hunt Valley CC, Swawnee CC;$39;9:00 a;6/7/2014 12:00:00 PM;410.255.7764;60;;;5/17/2014 9:00:00 AM
64614061209434;6/12/2014 9:00:00 AM;Away;Hobbits Glen GC;$43*;9:00 a;6/8/2014 12:00:00 PM;410-730-5980;30;;;5/17/2014 9:00:00 AM
64614061809629;6/18/2014 9:00:00 AM;Away;NGC Tantallon;$40;9:00 a;6/14/2014 12:00:00 PM;301-292-0003;50;;;5/24/2014 9:00:00 AM
64614061909115;6/19/2014 9:00:00 AM;Away;Wild Quail;$40;9:00 a;6/15/2014 12:00:00 PM;;50;;;5/24/2014 9:00:00 AM
64614070109231;7/1/2014 9:00:00 AM;Away;Cress Creek CC;$39*;9:00 a;6/27/2014 12:00:00 PM;304-876-3375, ext 1;50;;;5/31/2014 9:00:00 AM
64614070909216;7/9/2014 9:00:00 AM;Away;Holly Hills CC;$50*;9:00 a;7/5/2014 12:00:00 PM;301-694-7210;50;;;6/14/2014 9:00:00 AM
64614071509121;7/15/2014 9:00:00 AM;Away;Jonathans Landing;$35;9:00 a;7/11/2014 12:00:00 PM;;30;;;6/14/2014 9:00:00 AM
64614071609627;7/16/2014 9:00:00 AM;Away;Patuxent Greens;$42;9:00 a;7/12/2014 12:00:00 PM;301-776-5533;50;;;6/21/2014 9:00:00 AM
64614073009630;7/30/2014 9:00:00 AM;Away;Univ. of Maryland GC;$45;9:00 a;7/26/2014 12:00:00 PM;301-314-4653;30;4A;;7/5/2014 9:00:00 AM
64614073109224;7/31/2014 9:00:00 AM;Away;Glade Valley GC;$37*;9:00 a;7/27/2014 12:00:00 PM;301-898-5555;50;;;7/5/2014 9:00:00 AM
64614081309230;8/13/2014 9:00:00 AM;Away;Challedon GC;$37;9:00 a;8/9/2014 12:00:00 PM;301-829-3000;50;;;7/19/2014 9:00:00 AM
64614081309320;8/13/2014 9:01:00 AM;Away;Clearview;tbd ;9:01 a;8/9/2014 12:00:00 PM;;;;;7/19/2014 9:00:00 AM
64614082009442;8/20/2014 9:00:00 AM;Away;Bretton Woods CC;$45*;9:00 a;8/16/2014 12:00:00 PM;301-948-3357, ext 310;50;;;7/26/2014 9:00:00 AM
64614082109645;8/21/2014 9:00:00 AM;Away;Cross Creek GC;$43*;9:00 a;8/17/2014 12:00:00 PM;301-595-8901;50;;;7/26/2014 9:00:00 AM
64614090209226;9/2/2014 9:00:00 AM;Away;Quail Valley CC;$35;9:00 a;8/29/2014 12:00:00 PM;717-359-8453;30;;;8/2/2014 9:00:00 AM
64614091009646;9/10/2014 9:00:00 AM;Home;Bay Hills, Challedon GC, Leisure World, Naval Academy, NGC Tantallon, Patuxent Greens;$39;9:00 a;9/6/2014 12:00:00 PM;410.255.7764;60;;;8/16/2014 9:00:00 AM
64614091609322;9/16/2014 9:00:00 AM;Away;Hog Neck;$40;9:00 a;9/12/2014 12:00:00 PM;800-280-1790;30;;;8/16/2014 9:00:00 AM
64614091709631;9/17/2014 9:00:00 AM;Away;Naval Academy;$45*;9:00 a;9/13/2014 12:00:00 PM;410-293-9747;20;;;8/23/2014 9:00:00 AM
64614091809233;9/18/2014 9:00:00 AM;Away;Fountain Head CC;$45*;9:00 a;9/14/2014 12:00:00 PM;301-733-5940;30;;;8/23/2014 9:00:00 AM
64614092509218;9/25/2014 9:00:00 AM;Away;Piney Branch CC;$45*;9:00 a;9/21/2014 12:00:00 PM;410-239-7115 ext 2;25;;;8/30/2014 9:00:00 AM
64614100709217;10/7/2014 9:00:00 AM;Away;Hunt Valley CC;$43*;9:00 a;10/3/2014 12:00:00 PM;410-527-3304;25;;;9/6/2014 9:00:00 AM
64614100809646;10/8/2014 9:00:00 AM;Home;Holly Hills CC, Rattlewood GC;$39;9:00 a;10/4/2014 12:00:00 PM;410.255.7764;60;;;9/13/2014 9:00:00 AM
64614101409319;10/14/2014 9:00:00 AM;Away;Easton Club - River House;$40;9:00 a;10/10/2014 12:00:00 PM;;50;;;9/13/2014 9:00:00 AM
64614102109220;10/21/2014 9:00:00 AM;Away;Sparrows Point CC;$45;9:00 a;10/17/2014 12:00:00 PM;;30;;;9/20/2014 9:00:00 AM
