22913060409438;6/4/2013 9:00:00 AM;Away;Montgomery CC;$42;9:00 a;6/1/2013 12:00:00 PM;240-912-9529;45;;;5/4/2013 9:00:00 AM
22913060508642;6/5/2013 8:30:00 AM;Away;Fairway Hills GC;$35;8:30 a;6/1/2013 12:00:00 PM;410-730-1112;45;;;5/5/2013 9:00:00 AM
22913060609233;6/6/2013 9:00:00 AM;Away;Fountain Head CC;$45;9:00 a;6/1/2013 12:00:00 PM;301-733-5940;45;;;5/6/2013 9:00:00 AM
22913061109322;6/11/2013 9:00:00 AM;Away;Hog Neck GC;$40;9:00 a;6/8/2013 12:00:00 PM;800-280-1790;45;;;5/11/2013 9:00:00 AM
22913061209646;6/12/2013 9:00:00 AM;Away;Compass Pointe GC;$40;9:00 a;6/8/2013 12:00:00 PM;410-255-7764;45;;;5/12/2013 9:00:00 AM
22913061308636;6/13/2013 8:30:00 AM;Away;Walden GC;$40;8:30 a;6/8/2013 12:00:00 PM;410-721-8268;45;;;5/13/2013 9:00:00 AM
22913061309233;6/13/2013 9:00:00 AM;MISGA;Division II Two Man at Fountain Head CC;$80;9:00 a;5/14/2013 12:00:00 PM;;12;;Guest;4/14/2013 9:00:00 AM
22913061808432;6/18/2013 8:30:00 AM;Away;Argyle CC;$42;8:30 a;6/15/2013 12:00:00 PM;301-598-6949;45;;;5/18/2013 9:00:00 AM
22913061908229;6/19/2013 8:30:00 AM;Home;Fairway Hills GC, Hunt Valley CC, Wakefield Valley GC, Winter's Run CC;$43;8:30 a;6/15/2013 12:00:00 PM;301-607-9000;60;;;5/19/2013 9:00:00 AM
22913062008219;6/20/2013 8:30:00 AM;Away;Rolling Road CC;$42;8:30 a;6/15/2013 12:00:00 PM;410-747-6070;45;;;5/20/2013 9:00:00 AM
22913062608230;6/26/2013 8:30:00 AM;Away;Challedon GC;$37;8:30 a;6/22/2013 12:00:00 PM;301-829-3000;45;;;5/26/2013 9:00:00 AM
22913070208226;7/2/2013 8:45:00 AM;Away;Quail Valley CC;$35;8:45 a;6/29/2013 12:00:00 PM;717-359-8453;45;;;6/1/2013 9:00:00 AM
22913070909222;7/9/2013 9:00:00 AM;Away;Wakefield Valley GC;$42;9:00 a;7/6/2013 12:00:00 PM;410-876-6662;45;;;6/8/2013 9:00:00 AM
22913071008229;7/10/2013 8:30:00 AM;Home;Cross Creek GC, Holly Hills CC, Prospect Bay CC, Quail Valley CC;$43;8:30 a;7/6/2013 12:00:00 PM;301-607-9000;60;;;6/9/2013 9:00:00 AM
22913071109220;7/11/2013 9:00:00 AM;Away;Sparrows Point CC;$45;9:00 a;7/6/2013 12:00:00 PM;410-477-3636;45;;;6/10/2013 9:00:00 AM
22913071509229;7/15/2013 9:00:00 AM;MISGA;Division II ABCD at Westminster National;$40;9:00 a;6/15/2013 12:00:00 PM;;60;;;5/16/2013 9:00:00 AM
22913071608214;7/16/2013 8:30:00 AM;Away;Beaver Creek CC;$38;8:30 a;7/13/2013 12:00:00 PM;301-733-5152;45;;;6/15/2013 9:00:00 AM
22913071708630;7/17/2013 8:30:00 AM;Away;Univ. of Maryland GC;$45;8:30 a;7/13/2013 12:00:00 PM;301-314-4653;45;;;6/16/2013 9:00:00 AM
22913072210217;7/22/2013 10:00:00 AM;MISGA;Division II Pro-Am at Hunt Valley CC;;10:00 a;6/22/2013 12:00:00 PM;;12;;;5/23/2013 9:00:00 AM
22913072408216;7/24/2013 8:30:00 AM;Away;Holly Hills CC;$45;8:30 a;7/20/2013 12:00:00 PM;301-694-7210;45;;;6/23/2013 9:00:00 AM
22913080109218;8/1/2013 9:00:00 AM;Away;Piney Branch CC;$44;9:00 a;7/27/2013 12:00:00 PM;410-239-7115 ext 2;45;;;7/1/2013 9:00:00 AM
22913080609438;8/6/2013 9:00:00 AM;Away;Montgomery CC;$42;9:00 a;8/3/2013 12:00:00 PM;301-929-1131;45;;;7/6/2013 9:00:00 AM
22913081308217;8/13/2013 8:30:00 AM;Away;Hunt Valley CC;$45;8:30 a;8/10/2013 12:00:00 PM;410-527-3304;45;;;7/13/2013 9:00:00 AM
22913081408229;8/14/2013 8:30:00 AM;Home;Glade Valley GC, Univ. of Maryland GC;$43;8:30 a;8/10/2013 12:00:00 PM;301-607-9000;60;;;7/14/2013 9:00:00 AM
22913081509233;8/15/2013 9:00:00 AM;Away;Fountain Head CC;$45;9:00 a;8/10/2013 12:00:00 PM;301-320-3605/6;45;;;7/15/2013 9:00:00 AM
22913081909440;8/19/2013 9:00:00 AM;MISGA;State Past Presidents (ABCD) Tournament at Norbeck CC;;9:00 a;7/20/2013 12:00:00 PM;;12;;;6/20/2013 9:00:00 AM
22913082108645;8/21/2013 8:30:00 AM;Away;Cross Creek GC;$42;8:30 a;8/17/2013 12:00:00 PM;301-595-8901;45;;;7/21/2013 9:00:00 AM
22913082208610;8/22/2013 8:30:00 AM;Away;Bay Hills;$39;8:30 a;8/17/2013 12:00:00 PM;410-974-0669;45;;;7/22/2013 9:00:00 AM
22913082609309;8/26/2013 9:00:00 AM;MISGA;State Two Man Tournament at Prospect Bay GC;;9:00 a;7/27/2013 12:00:00 PM;;12;;;6/27/2013 9:00:00 AM
22913082708227;8/27/2013 8:30:00 AM;Away;Westminster National GC;$37;8:30 a;8/24/2013 12:00:00 PM;301-733-5152;45;;;7/27/2013 9:00:00 AM
22913082909231;8/29/2013 9:00:00 AM;Away;Cress Creek CC;$37;9:00 a;8/24/2013 12:00:00 PM;304-876-3375, ext 1;45;;;7/29/2013 9:00:00 AM
22913090409441;9/4/2013 9:00:00 AM;Away;Leisure World;$36;9:00 a;8/31/2013 12:00:00 PM;301-598-1570;45;;;8/4/2013 9:00:00 AM
22913091009625;9/10/2013 9:00:00 AM;Away;Crofton CC;$45;9:00 a;9/7/2013 12:00:00 PM;301-829-3000;45;;;8/10/2013 9:00:00 AM
22913091108900;9/11/2013 8:00:00 AM;MISGA;Summer Frolic Sep 11-12 at Heritage Hills Golf Resort, York, PA;;8:00 a;8/12/2013 12:00:00 PM;;20;;;7/13/2013 9:00:00 AM
22913091109629;9/11/2013 9:00:00 AM;Away;NGC Tantallon;$40;9:00 a;9/7/2013 12:00:00 PM;301-292-0003;45;;;8/11/2013 9:00:00 AM
22913091208219;9/12/2013 8:30:00 AM;Away;Rolling Road CC;$42;8:30 a;9/7/2013 12:00:00 PM;410-747-6070;45;;;8/12/2013 9:00:00 AM
22913091709322;9/17/2013 9:00:00 AM;Away;Hog Neck GC;$40;9:00 a;9/14/2013 12:00:00 PM;410-730-5980;45;;;8/17/2013 9:00:00 AM
22913091909228;9/19/2013 9:00:00 AM;Away;Winter's Run CC;$42;9:00 a;9/14/2013 12:00:00 PM;410-293-9747;45;;;8/19/2013 9:00:00 AM
22913092409232;9/24/2013 9:00:00 AM;Away;Musket Ridge GC;$43;9:00 a;9/21/2013 12:00:00 PM;301-293-9930, x110;45;;;8/24/2013 9:00:00 AM
22913092508229;9/25/2013 8:30:00 AM;Home;Fountain Head CC, Montgomery CC, Musket Ridge GC, Wakefield Valley GC, Walden GC;$43;8:30 a;9/21/2013 12:00:00 PM;301-607-9000;60;;;8/25/2013 9:00:00 AM
22913100209442;10/2/2013 9:00:00 AM;Away;Bretton Woods CC;$45;9:00 a;9/28/2013 12:00:00 PM;301-948-3357, ext 310;45;;;9/1/2013 9:00:00 AM
22913100809438;10/8/2013 9:00:00 AM;Away;Montgomery CC;$42;9:00 a;10/5/2013 12:00:00 PM;301-929-1131;45;;;9/7/2013 9:00:00 AM
22913101009220;10/10/2013 9:00:00 AM;Away;Sparrows Point CC;$45;9:00 a;10/5/2013 12:00:00 PM;410-477-3636;45;;;9/9/2013 9:00:00 AM
22913101608229;10/16/2013 8:30:00 AM;Home;Open;$43;8:30 a;10/12/2013 12:00:00 PM;301-607-9000;60;;;9/15/2013 9:00:00 AM
22913102308229;10/23/2013 8:30:00 AM;Home;Last One and Meeting;$43;8:30 a;10/19/2013 12:00:00 PM;301-607-9000;60;;;9/22/2013 9:00:00 AM
