22914052108627;5/21/2014 8:30:00 AM;Away;Patuxent Greens;$42;8:30 a;5/16/2014 12:00:00 PM;301-776-5533;45;;;4/13/2014 9:00:00 AM
22914052209228;5/22/2014 9:00:00 AM;Away;Winter's Run CC;$42;9:00 a;5/16/2014 12:00:00 PM;410-879-1200;50;;;4/13/2014 9:00:00 AM
22914052808229;5/28/2014 8:30:00 AM;Home;Beaver Creek CC, Winter's Run CC;$36;8:30 a;5/23/2014 12:00:00 PM;301-607-9000;60;;;4/20/2014 9:00:00 AM
22914060409642;6/4/2014 9:00:00 AM;Away;Fairway Hills GC;$35;9:00 a;5/30/2014 12:00:00 PM;410-730-1112;45;;;4/27/2014 9:00:00 AM
22914060509233;6/5/2014 9:00:00 AM;Away;Fountain Head CC;$45;9:00 a;5/30/2014 12:00:00 PM;301-733-5940;25;;;4/27/2014 9:00:00 AM
22914061009625;6/10/2014 9:00:00 AM;Away;Crofton CC;$45;9:00 a;6/6/2014 12:00:00 PM;410-721-2916;45;;;5/4/2014 9:00:00 AM
22914061108229;6/11/2014 8:30:00 AM;Home;Bay Hills, Bretton Woods CC, NGC Tantallon;$36;8:30 a;6/6/2014 12:00:00 PM;301-607-9000;60;;;5/4/2014 9:00:00 AM
22914061709309;6/17/2014 9:00:00 AM;Away;Prospect Bay CC;$45;9:00 a;6/13/2014 12:00:00 PM;410-827-6924;45;;;5/11/2014 9:00:00 AM
22914061808442;6/18/2014 8:30:00 AM;Away;Bretton Woods CC;$45;8:30 a;6/13/2014 12:00:00 PM;301-948-3357, ext 310;45;;;5/11/2014 9:00:00 AM
22914061908610;6/19/2014 8:30:00 AM;Away;Bay Hills;$39;8:30 a;6/13/2014 12:00:00 PM;410-974-0669;45;;;5/11/2014 9:00:00 AM
22914062308224;6/23/2014 8:30:00 AM;MISGA;Division II Two Man at Glade Valley;;8:30 a;5/24/2014 12:00:00 PM;;12;;;4/24/2014 9:00:00 AM
22914062508230;6/25/2014 8:30:00 AM;Away;Challedon GC;$38;8:30 a;6/20/2014 12:00:00 PM;410-747-3124;50;;;5/18/2014 9:00:00 AM
22914063008224;6/30/2014 8:30:00 AM;MISGA;Division II Two Man (Rain Date) at Glade Valley;;8:30 a;5/31/2014 12:00:00 PM;;12;;;5/1/2014 9:00:00 AM
22914070108226;7/1/2014 8:45:00 AM;Away;Quail Valley CC;$35;8:45 a;6/27/2014 12:00:00 PM;717-359-8453;45;;;5/25/2014 9:00:00 AM
22914070808217;7/8/2014 8:30:00 AM;Away;Hunt Valley CC;$44;8:30 a;7/4/2014 12:00:00 PM;410-527-3304;45;;;6/1/2014 9:00:00 AM
22914070908641;7/9/2014 8:30:00 AM;Away;Bowie Golf & CC;$45;8:30 a;7/4/2014 12:00:00 PM;301-262-8141;45;;;6/1/2014 9:00:00 AM
22914071009218;7/10/2014 9:00:00 AM;Away;Piney Branch CC;$45;9:00 a;7/4/2014 12:00:00 PM;410-239-7115 ext 2;25;;;6/1/2014 9:00:00 AM
22914071409226;7/14/2014 9:00:00 AM;MISGA;Division II ABCD at Quail Valley;;9:00 a;6/14/2014 12:00:00 PM;;60;;;5/15/2014 9:00:00 AM
22914071508214;7/15/2014 8:30:00 AM;Away;Beaver Creek CC;$40;8:30 a;7/11/2014 12:00:00 PM;301-733-5152;50;;;6/8/2014 9:00:00 AM
22914071608229;7/16/2014 8:30:00 AM;Home;Crofton CC, Quail Valley CC;$36;8:30 a;7/11/2014 12:00:00 PM;301-607-9000;60;;;6/8/2014 9:00:00 AM
22914072109226;7/21/2014 9:00:00 AM;MISGA;Division II ABCD (Rain Date) at Quail Valley;;9:00 a;6/21/2014 12:00:00 PM;;12;;;5/22/2014 9:00:00 AM
22914072209322;7/22/2014 9:00:00 AM;Away;Hog Neck GC;$40;9:00 a;7/18/2014 12:00:00 PM;800-280-1790;45;;;6/15/2014 9:00:00 AM
22914072308216;7/23/2014 8:30:00 AM;Away;Holly Hills CC;$50;8:30 a;7/18/2014 12:00:00 PM;301-694-7210;45;;;6/15/2014 9:00:00 AM
22914073008229;7/30/2014 8:30:00 AM;Home;Bowie Golf & CC, Holly Hills CC, Hunt Valley CC, Piney Branch CC, Sparrows Point CC;$36;8:30 a;7/25/2014 12:00:00 PM;301-607-9000;60;;;6/22/2014 9:00:00 AM
22914080410216;8/4/2014 10:00:00 AM;MISGA;Division II Pro-Am at Holly Hills;;10:00 a;7/5/2014 12:00:00 PM;;12;;;6/5/2014 9:00:00 AM
22914080508438;8/5/2014 8:45:00 AM;Away;Montgomery CC;$42;8:45 a;8/1/2014 12:00:00 PM;240-912-9529;45;;;6/29/2014 9:00:00 AM
22914081109115;8/11/2014 9:00:00 AM;MISGA;State Past Presidents (ABCD) Tournament at Wild Quail;;9:00 a;7/12/2014 12:00:00 PM;;12;;;6/12/2014 9:00:00 AM
22914081308229;8/13/2014 8:30:00 AM;Home;Glade Valley GC, Patuxent Greens;$36;8:30 a;8/8/2014 12:00:00 PM;301-607-9000;60;;;7/6/2014 9:00:00 AM
22914082608227;8/26/2014 8:45:00 AM;Away;Westminster National GC;$38;8:45 a;8/22/2014 12:00:00 PM;410-876-4653;45;;;7/20/2014 9:00:00 AM
22914082709629;8/27/2014 9:00:00 AM;Away;NGC Tantallon;$40;9:00 a;8/22/2014 12:00:00 PM;301-292-0003;45;;;7/20/2014 9:00:00 AM
22914082809231;8/28/2014 9:00:00 AM;Away;Cress Creek CC;$39;9:00 a;8/22/2014 12:00:00 PM;304-876-3375, ext 1;45;;;7/20/2014 9:00:00 AM
22914090208438;9/2/2014 8:45:00 AM;Away;Montgomery CC;$42;8:45 a;8/29/2014 12:00:00 PM;240-912-9529;45;;;7/27/2014 9:00:00 AM
22914090409115;9/4/2014 9:00:00 AM;MISGA;State Past Presidents (ABCD) (Rain Date) at Wild Quail;;9:00 a;8/5/2014 12:00:00 PM;;12;;;7/6/2014 9:00:00 AM
22914090409645;9/4/2014 9:00:00 AM;Away;Cross Creek GC;$43;9:00 a;8/29/2014 12:00:00 PM;301-595-8901;45;;;7/27/2014 9:00:00 AM
22914091608610;9/16/2014 8:30:00 AM;Away;Bay Hills;$39;8:30 a;9/12/2014 12:00:00 PM;410-974-0669;45;;;8/10/2014 9:00:00 AM
22914091809228;9/18/2014 9:00:00 AM;Away;Winter's Run CC;$42;9:00 a;9/12/2014 12:00:00 PM;410-879-1200;50;;;8/10/2014 9:00:00 AM
22914092309232;9/23/2014 9:00:00 AM;Away;Musket Ridge GC;$45;9:00 a;9/19/2014 12:00:00 PM;301-293-9930, x110;45;;;8/17/2014 9:00:00 AM
22914092408229;9/24/2014 8:30:00 AM;Home;Fountain Head CC, Hog Neck GC, Montgomery CC, Musket Ridge GC;$36;8:30 a;9/20/2014 12:00:00 PM;301-607-9000;60;;;8/24/2014 9:00:00 AM
22914100708438;10/7/2014 8:45:00 AM;Away;Montgomery CC;$42;8:45 a;10/3/2014 12:00:00 PM;240-912-9529;45;;;8/31/2014 9:00:00 AM
22914100809646;10/8/2014 9:00:00 AM;Away;Compass Pointe GC;$39;9:00 a;10/3/2014 12:00:00 PM;410-255-7764;25;;;8/31/2014 9:00:00 AM
22914100909220;10/9/2014 9:00:00 AM;Away;Sparrows Point CC;$45;9:00 a;10/3/2014 12:00:00 PM;410-477-3636;45;;;8/31/2014 9:00:00 AM
22914101508229;10/15/2014 8:30:00 AM;Home;Rain Reschedule Date--Open;$36;8:30 a;10/10/2014 12:00:00 PM;301-607-9000;60;;;9/7/2014 9:00:00 AM
22914102208229;10/22/2014 8:30:00 AM;Home;RW MISGA Club Championship & Meeting;$36;8:30 a;10/17/2014 12:00:00 PM;301-607-9000;60;;;9/14/2014 9:00:00 AM
